Timestamp;Cam0_Temp;Cam1_Temp;Cam2_Temp;PMU_Temp1;PMU_Temp2;PMU_Voltage;PMU_Current;PMU_Power;CPU_Temp;CPU_MHz;CPU_Load;CPU_Chipset_Temp;Scanner_Top_bottom_circuit_rt1;Scanner_Top_bottom_circuit_rt2;Scanner_Top_laser_emitting_board_rt1;Scanner_Top_laser_emitting_board_rt2;Scanner_Top_receiving_board_rt1;Scanner_Top_top_circuit_rt1;Scanner_Bot_bottom_circuit_rt1;Scanner_Bot_bottom_circuit_rt2;Scanner_Bot_avg_tmp;Scanner_Bot_laser_emitting_board_rt1;Scanner_Bot_laser_emitting_board_rt2;Scanner_Bot_receiving_board_rt1;Scanner_Bot_top_circuit_rt1;Angle;Distance
2023-01-12T14:09:46.725892;50.25;52.125;51.875;43.2500;34.5000;19.5674;3.2422;63.8599;44.0;2806.4865;11.1;35.85;46.0;46.3;54.1;54.6;52.9;55.3;44.2;44.2;51.7;50.6;50.8;50.8;52.9;310;6
2023-01-12T14:09:48.026468;50.125;52.125;51.25;43.2500;34.5000;19.6312;3.2374;64.8823;58.0;3127.71575;11.1;35.85;46.0;46.3;54.2;54.3;52.9;55.3;44.2;44.2;51.7;50.8;50.8;50.9;52.9;52;43
2023-01-12T14:09:49.344674;50.125;52.25;51.375;43.2500;34.5000;19.62;3.426;65.9962;51.0;3142.9195;11.2;35.85;46.0;46.3;54.2;54.3;52.9;55.3;44.2;44.2;51.7;50.8;50.8;50.9;52.9;138;24
2023-01-12T14:09:50.662364;50.25;52.125;51.25;43.2500;34.5000;19.635;3.6408;69.3838;43.0;2689.8136250000002;11.0;35.85;46.0;46.2;54.0;54.5;52.9;55.3;44.2;44.2;51.7;50.7;50.8;50.7;52.8;111;17
2023-01-12T14:09:51.959169;50.125;52.25;51.125;43.2500;34.5000;19.625;3.0512;59.2516;42.0;2789.285625;11.0;35.85;46.0;46.2;54.0;54.5;52.9;55.3;44.2;44.2;51.6;50.8;50.9;50.7;52.8;132;46
2023-01-12T14:09:53.252262;50.25;52.25;51.125;43.2500;34.5000;19.62;3.335;69.2464;52.0;2789.08925;11.5;35.85;46.0;46.3;54.0;54.6;53.0;55.4;44.2;44.2;51.6;50.8;50.9;50.7;52.8;38;32
2023-01-12T14:09:54.557117;50.25;52.25;51.25;43.5000;34.5000;19.6162;3.3301;67.6747;52.0;2631.4521250000003;11.0;35.85;46.0;46.3;54.2;54.5;52.9;55.3;44.2;44.2;51.7;50.7;51.0;50.8;52.9;227;13
2023-01-12T14:09:55.863319;50.25;52.125;51.25;43.5000;34.5000;19.5849;3.5248;69.5516;56.0;2815.849875;10.7;35.85;46.0;46.3;54.2;54.5;52.9;55.3;44.2;44.2;51.7;50.7;51.0;50.8;52.9;356;39
2023-01-12T14:09:57.173058;50.125;52.25;51.25;43.5000;34.5000;19.6812;3.0133;63.8752;42.0;2477.454125;10.5;35.85;46.0;46.3;54.0;54.7;53.0;55.5;44.2;44.2;51.6;50.8;50.8;50.8;52.9;304;31
2023-01-12T14:09:58.464583;50.25;52.125;51.25;43.5000;34.5000;19.5762;3.23;60.1062;46.0;2875.230375;10.9;35.85;46.0;46.3;54.1;54.5;52.9;55.4;44.2;44.2;51.6;50.8;51.0;50.7;52.8;210;30
2023-01-12T14:09:59.776593;50.125;52.125;51.25;43.5000;34.5000;19.5637;3.2795;68.3767;59.0;2558.507375;11.8;35.85;46.0;46.3;54.1;54.5;52.9;55.4;44.2;44.2;51.6;50.8;51.0;50.7;52.8;30;29
2023-01-12T14:10:01.069666;50.25;52.125;51.25;43.5000;34.5000;19.62;3.4913;68.4987;57.0;2570.516;11.0;35.85;46.0;46.2;54.1;54.5;52.9;55.4;44.2;44.2;51.7;50.7;51.1;50.8;52.9;2;22
2023-01-12T14:10:02.381209;50.125;52.125;51.125;43.5000;34.5000;19.6574;3.0933;63.158;44.0;2699.466875;10.5;35.85;46.0;46.3;54.1;54.5;52.9;55.4;44.2;44.3;51.7;50.7;51.0;50.8;52.9;96;8
2023-01-12T14:10:03.689183;50.25;52.25;51.25;43.5000;34.5000;19.6512;3.0475;62.8223;44.0;2604.2394999999997;11.2;35.85;46.0;46.3;54.1;54.5;52.9;55.4;44.2;44.3;51.7;50.7;51.0;50.8;52.9;83;36
2023-01-12T14:10:04.994496;50.25;52.25;51.125;43.5000;34.5000;19.5837;3.4827;71.3217;46.0;2669.227375;11.0;36.85;46.0;46.3;54.2;54.4;52.9;55.4;44.2;44.2;51.7;50.8;51.0;50.8;52.8;142;6
2023-01-12T14:10:06.287294;50.25;52.25;51.0;43.5000;34.5000;19.6062;3.5004;62.8528;61.0;2543.021125;10.6;36.85;46.0;46.3;54.2;54.4;52.9;55.4;44.2;44.2;51.7;50.8;51.0;50.8;52.8;297;18
2023-01-12T14:10:07.595311;50.25;52.125;51.125;43.5000;34.5000;19.6312;3.4101;70.2841;57.0;2693.4725;11.0;36.85;46.0;46.2;54.3;54.4;52.9;55.4;44.2;44.2;51.7;50.7;51.1;50.8;52.8;88;21
2023-01-12T14:10:08.904982;50.25;52.25;51.125;43.5000;34.5000;19.6324;3.2685;64.6076;56.0;2723.91075;10.7;36.85;46.0;46.3;54.0;54.5;53.0;55.3;44.2;44.2;51.7;50.8;51.0;50.8;52.9;157;8
2023-01-12T14:10:10.219210;50.25;52.25;50.25;43.5000;34.5000;19.6574;3.0799;70.8334;42.0;2753.0388749999997;10.9;36.85;46.0;46.3;54.0;54.5;53.0;55.3;44.2;44.2;51.7;50.8;51.0;50.8;52.9;281;26
2023-01-12T14:10:11.522456;50.25;52.125;51.25;43.5000;34.5000;19.6499;3.3027;68.4835;43.0;2804.111;11.3;36.85;46.0;46.3;54.2;54.4;53.0;55.3;44.2;44.2;51.6;50.8;51.0;50.8;52.9;281;24
2023-01-12T14:10:12.839306;50.25;52.125;51.25;43.5000;34.5000;19.62;3.3265;64.1499;53.0;2674.7065000000002;11.6;36.85;46.0;46.3;54.1;54.6;53.1;55.3;44.2;44.3;51.7;50.7;51.0;50.8;52.8;328;48
2023-01-12T14:10:14.137821;50.25;52.25;51.25;43.5000;34.5000;19.6399;3.3759;66.2556;50.0;2642.13625;11.4;36.85;46.0;46.3;54.1;54.6;53.1;55.3;44.2;44.3;51.7;50.7;51.0;50.8;52.8;184;44
